Iteration,Run,CDF_Threshold,k,sigma,Rounding,Real_Threshold,SigLevel,Studentized_Residuals,SR_Time,Langousis_Min1,Langousis_Min2,Langousis_Min3,Langousis_Time,Anderson_Darling,AD_Time,Cramer_Von_Mises,CVM_Time
3157,7,0.999,0,1,1,3.09023230616781,0.01,1.5,0.1954635,NaN,NaN,NaN,0.0024937,2,0.1938048,2,0.1922248
3158,7,0.999,0,1,1,3.09023230616781,0.05,1.5,0.1857509,NaN,NaN,NaN,0.0036319,2.1,0.201482,2.1,0.2064596
3159,7,0.999,0,1,2,3.09023230616781,0.01,1.49,0.4920264,2.4106477393815,NaN,NaN,0.0872179,1.66,1.6172417,1.66,1.6312507
3160,7,0.999,0,1,2,3.09023230616781,0.05,1.49,0.4814237,2.4106477393815,NaN,NaN,0.0816314,1.66,1.6106606,1.66,1.6773286
3161,7,0.999,0,1,3,3.09023230616781,0.01,1.267,2.142928,0.777477830669085,1.99726201590595,2.40787294727849,24.784766,1.648,15.7726827,1.648,16.0816499
3162,7,0.999,0,1,3,3.09023230616781,0.05,1.267,2.0264002,0.777477830669085,1.99726201590595,2.40787294727849,24.4625328,1.648,15.6328515,1.648,15.8755417
3163,8,0.999,0,1,1,3.09023230616781,0.01,1.4,0.2326422,NaN,NaN,NaN,0.0029587,1.6,0.1905515,1.6,0.1589913
3164,8,0.999,0,1,1,3.09023230616781,0.05,1.4,0.2212463,NaN,NaN,NaN,0.0028715,1.7,0.1829653,1.7,0.1707507
3165,8,0.999,0,1,2,3.09023230616781,0.01,1.42,0.4932564,2.63431606117939,NaN,NaN,0.0882151,1.33,1.4036129,1.33,1.3383444
3166,8,0.999,0,1,2,3.09023230616781,0.05,1.42,0.4818325,2.63431606117939,NaN,NaN,0.0940835,1.34,1.3999484,1.34,1.3462253
3167,8,0.999,0,1,3,3.09023230616781,0.01,1.427,1.9486463,1.68620764558507,2.2663238674241,2.59891915408812,23.3078004,1.271,13.0260606,1.264,12.995571
3168,8,0.999,0,1,3,3.09023230616781,0.05,1.427,1.9343025,1.68620764558507,2.2663238674241,2.59891915408812,23.7338679,1.285,13.0598323,1.278,13.1030843
3169,9,0.999,0,1,1,3.09023230616781,0.01,1.6,0.1903281,NaN,NaN,NaN,0.0028042,1.7,0.1716147,1.7,0.1694838
3170,9,0.999,0,1,1,3.09023230616781,0.05,2.5,0.4595592,NaN,NaN,NaN,0.0028271,1.7,0.163017,1.7,0.1656028
3171,9,0.999,0,1,2,3.09023230616781,0.01,1.58,0.4738608,2.54046186243881,NaN,NaN,0.0900696,1.5,1.4782336,1.5,1.4830568
3172,9,0.999,0,1,2,3.09023230616781,0.05,1.58,0.470875,2.54046186243881,NaN,NaN,0.082133,1.51,1.4624553,1.51,1.4731319
3173,9,0.999,0,1,3,3.09023230616781,0.01,1.171,1.993705,1.12498394065889,2.31073237622264,NaN,24.4586607,1.448,14.0601866,1.448,14.0748639
3174,9,0.999,0,1,3,3.09023230616781,0.05,1.171,2.0061283,1.12498394065889,2.31073237622264,NaN,25.0635103,1.477,14.1885952,1.448,14.1036512
3175,10,0.999,0,1,1,3.09023230616781,0.01,1.6,0.2091377,NaN,NaN,NaN,0.002744,1.8,0.1715385,1.8,0.1682474
3176,10,0.999,0,1,1,3.09023230616781,0.05,2.2,0.4366083,NaN,NaN,NaN,0.002835,1.8,0.1685913,1.8,0.1941424
3177,10,0.999,0,1,2,3.09023230616781,0.01,1.47,0.5021959,2.83196498990356,NaN,NaN,0.0959482,1.47,1.4433945,1.47,1.4683141
3178,10,0.999,0,1,2,3.09023230616781,0.05,1.47,0.4721787,2.83196498990356,NaN,NaN,0.0837869,1.47,1.4604308,1.47,1.4446337
3179,10,0.999,0,1,3,3.09023230616781,0.01,0.805,1.3059317,1.44400501199815,2.25515755198156,NaN,24.4486816,1.466,14.2870719,1.466,14.6376749
3180,10,0.999,0,1,3,3.09023230616781,0.05,0.805,1.2934913,1.44400501199815,2.25515755198156,NaN,24.3677763,1.466,14.95825,1.466,14.224673
3181,1,0.999,0,2,1,3.09023230616781,0.01,1.6,0.1913166,NaN,NaN,NaN,0.0025762,1.6,0.1582407,1.6,0.1540571
3182,1,0.999,0,2,1,3.09023230616781,0.05,1.6,0.1956195,NaN,NaN,NaN,0.0028701,1.6,0.1602167,1.6,0.1616798
3183,1,0.999,0,2,2,3.09023230616781,0.01,1.67,0.4682576,2.24649454167591,2.69307098036489,NaN,0.0956097,1.42,1.4078497,1.42,1.418074
3184,1,0.999,0,2,2,3.09023230616781,0.05,1.67,0.4617423,2.24649454167591,2.69307098036489,NaN,0.0933329,1.42,1.4210148,1.42,1.4139298
3185,1,0.999,0,2,3,3.09023230616781,0.01,1.673,2.6527055,1.91251898326168,2.24226297656931,2.7184895562118,24.0107253,1.4,14.7149825,1.4,13.8517338
3186,1,0.999,0,2,3,3.09023230616781,0.05,1.673,2.6501163,1.91251898326168,2.24226297656931,2.7184895562118,23.9149226,1.4,13.8359174,1.4,14.6081609
3187,2,0.999,0,2,1,3.09023230616781,0.01,1.9,0.3162385,NaN,NaN,NaN,0.0027069,1.5,0.1442585,1.5,0.1429934
3188,2,0.999,0,2,1,3.09023230616781,0.05,1.9,0.3129443,NaN,NaN,NaN,0.0028149,1.5,0.1443343,1.5,0.1469636
3189,2,0.999,0,2,2,3.09023230616781,0.01,1.62,0.7028988,2.46123787384675,NaN,NaN,0.0822553,1.19,1.2119658,1.19,1.1883823
3190,2,0.999,0,2,2,3.09023230616781,0.05,1.62,0.6889456,2.46123787384675,NaN,NaN,0.0862135,1.52,1.4111067,1.52,1.4123587
3191,2,0.999,0,2,3,3.09023230616781,0.01,1.255,2.0662618,1.58125371622168,2.46104954667277,NaN,23.5091638,1.194,12.0350553,1.194,12.2731476
3192,2,0.999,0,2,3,3.09023230616781,0.05,1.255,2.1321437,1.58125371622168,2.46104954667277,NaN,24.2363575,1.321,12.6896077,1.321,12.74028
3193,3,0.999,0,2,1,3.09023230616781,0.01,1.8,0.3739831,2.04810333787753,NaN,NaN,0.0048273,1.6,0.1552842,1.5,0.151426
3194,3,0.999,0,2,1,3.09023230616781,0.05,2.1,0.4987698,2.04810333787753,NaN,NaN,0.0049952,1.6,0.1567568,1.6,0.1596104
3195,3,0.999,0,2,2,3.09023230616781,0.01,1.81,0.703573,2.18918687447209,NaN,NaN,0.0992127,1.12,1.1534455,1.12,1.1569384
3196,3,0.999,0,2,2,3.09023230616781,0.05,1.81,0.7049807,2.18918687447209,NaN,NaN,0.088679,1.14,1.173084,1.13,1.1724595
3197,3,0.999,0,2,3,3.09023230616781,0.01,1.365,2.0365835,1.37865799894083,1.82909535248589,2.24280907145402,24.2110806,1.12,11.6069063,1.12,11.6019161
3198,3,0.999,0,2,3,3.09023230616781,0.05,1.365,1.9928614,1.37865799894083,1.82909535248589,2.24280907145402,24.1537368,1.14,11.772057,1.12,11.6569136
3199,4,0.999,0,2,1,3.09023230616781,0.01,2.1,0.433797,NaN,NaN,NaN,0.0029174,1.5,0.1466712,1.5,0.1457349
3200,4,0.999,0,2,1,3.09023230616781,0.05,2.1,0.4248449,NaN,NaN,NaN,0.0028253,1.5,0.143654,1.5,0.1441414
3201,4,0.999,0,2,2,3.09023230616781,0.01,1.76,0.7234815,2.60100791912832,NaN,NaN,0.0821367,1.26,1.2316899,1.25,1.2454487
3202,4,0.999,0,2,2,3.09023230616781,0.05,1.76,0.7051737,2.60100791912832,NaN,NaN,0.0735404,1.27,1.2516002,1.26,1.2348815
3203,4,0.999,0,2,3,3.09023230616781,0.01,1.21,1.9714134,1.2169450337145,1.85627043413012,2.59811026640974,24.4220511,1.253,12.7554146,1.246,12.1702223
3204,4,0.999,0,2,3,3.09023230616781,0.05,1.21,1.9898261,1.2169450337145,1.85627043413012,2.59811026640974,24.5159863,1.266,12.247644,1.258,12.7958013
3205,5,0.999,0,2,1,3.09023230616781,0.01,2.1,0.4523726,NaN,NaN,NaN,0.0031465,1.4,0.1468403,1.4,0.1633991
3206,5,0.999,0,2,1,3.09023230616781,0.05,2.1,0.487577,NaN,NaN,NaN,0.0030732,1.5,0.1632299,1.5,0.1466616
3207,5,0.999,0,2,2,3.09023230616781,0.01,1.75,0.746155,2.3131636056955,NaN,NaN,0.08588,1.15,1.2045415,1.15,1.1991352
3208,5,0.999,0,2,2,3.09023230616781,0.05,1.75,0.6875561,2.3131636056955,NaN,NaN,0.095226,1.16,1.2209748,1.16,1.2027889
3209,5,0.999,0,2,3,3.09023230616781,0.01,1.227,1.887961,1.21236058258889,1.94016061962597,2.33213560436238,23.4609144,1.151,12.0433159,1.151,12.1003106
3210,5,0.999,0,2,3,3.09023230616781,0.05,1.227,1.9606953,1.21236058258889,1.94016061962597,2.33213560436238,23.6273793,1.156,12.0369425,1.156,12.0603186
3211,6,0.999,0,2,1,3.09023230616781,0.01,1.8,0.3484569,NaN,NaN,NaN,0.0026394,1.5,0.1410484,1.5,0.1385278
3212,6,0.999,0,2,1,3.09023230616781,0.05,2.1,0.4665199,NaN,NaN,NaN,0.0026484,1.5,0.1445222,1.5,0.1413604
3213,6,0.999,0,2,2,3.09023230616781,0.01,1.8,0.6616285,2.77035691768522,NaN,NaN,0.0684281,1.15,1.1486993,1.14,1.1781623
3214,6,0.999,0,2,2,3.09023230616781,0.05,1.8,0.6894721,2.77035691768522,NaN,NaN,0.0744852,1.16,1.1775763,1.15,1.1692918
3215,6,0.999,0,2,3,3.09023230616781,0.01,1.122,2.0350341,1.05933996716715,1.84951377802821,2.37282505879709,24.5239456,1.148,11.6411448,1.141,11.6456169
3216,6,0.999,0,2,3,3.09023230616781,0.05,1.122,2.0317312,1.05933996716715,1.84951377802821,2.37282505879709,24.9914797,1.151,11.8371822,1.149,11.6702442
3217,7,0.999,0,2,1,3.09023230616781,0.01,0.8,0.1111017,1.28218726906061,NaN,NaN,0.0059143,1.9,0.1748022,1.9,0.178671
3218,7,0.999,0,2,1,3.09023230616781,0.05,1.2,0.2329062,1.28218726906061,NaN,NaN,0.0061617,1.9,0.1797292,1.9,0.1860178
3219,7,0.999,0,2,2,3.09023230616781,0.01,1.25,0.3659743,1.23020537945525,2.54663251047581,NaN,0.0872938,1.41,1.4178279,1.48,1.4600555
3220,7,0.999,0,2,2,3.09023230616781,0.05,1.25,0.3571704,1.23020537945525,2.54663251047581,NaN,0.075709,1.49,1.532658,1.49,1.4814116
3221,7,0.999,0,2,3,3.09023230616781,0.01,1.244,1.960624,1.22204387289873,1.50590959895195,2.51500797076826,24.139805,1.356,14.2815452,1.356,13.840913
3222,7,0.999,0,2,3,3.09023230616781,0.05,1.244,1.9299607,1.22204387289873,1.50590959895195,2.51500797076826,24.2674015,1.455,14.299254,1.457,14.6999064
3223,8,0.999,0,2,1,3.09023230616781,0.01,1.7,0.3721978,2.1984370138622,NaN,NaN,0.0044742,1.6,0.1498277,1.6,0.152905
3224,8,0.999,0,2,1,3.09023230616781,0.05,2.1,0.4951515,2.1984370138622,NaN,NaN,0.0044323,1.6,0.1552262,1.6,0.1480849
3225,8,0.999,0,2,2,3.09023230616781,0.01,1.72,0.7182191,2.24729011639229,NaN,NaN,0.0867998,1.06,1.1157821,1.05,1.1107486
3226,8,0.999,0,2,2,3.09023230616781,0.05,1.72,0.6935316,2.24729011639229,NaN,NaN,0.0852038,1.08,1.1192402,1.07,1.0985822
3227,8,0.999,0,2,3,3.09023230616781,0.01,1.339,1.9274369,2.23954896662001,NaN,NaN,23.4477367,1.066,11.0099137,1.065,11.1710409
3228,8,0.999,0,2,3,3.09023230616781,0.05,1.339,1.9776723,2.23954896662001,NaN,NaN,23.3102293,1.082,11.0783847,1.066,10.9673967
3229,9,0.999,0,2,1,3.09023230616781,0.01,1.8,0.3924559,2.37020256490617,NaN,NaN,0.0056527,1.5,0.1417694,1.5,0.1376132
3230,9,0.999,0,2,1,3.09023230616781,0.05,2.3,0.5391304,2.37020256490617,NaN,NaN,0.005473,1.5,0.1425379,1.5,0.1444972
3231,9,0.999,0,2,2,3.09023230616781,0.01,1.78,0.6150755,2.37841712531681,3.2673306911398,NaN,0.0905797,1.12,1.1213653,1.12,1.135026
3232,9,0.999,0,2,2,3.09023230616781,0.05,1.78,0.6159086,2.37841712531681,3.2673306911398,NaN,0.0973224,1.13,1.1238201,1.12,1.1245772
3233,9,0.999,0,2,3,3.09023230616781,0.01,1.24,2.0491517,1.91901003109473,2.38413481495394,3.23383159490909,25.5840648,1.107,11.1672811,1.107,11.0810944
3234,9,0.999,0,2,3,3.09023230616781,0.05,1.24,2.0485623,1.91901003109473,2.38413481495394,3.23383159490909,25.4991416,1.131,11.4665624,1.131,11.2155787
3235,10,0.999,0,2,1,3.09023230616781,0.01,1.2,0.2395478,NaN,NaN,NaN,0.0038985,1.5,0.1525295,1.4,0.1467562
3236,10,0.999,0,2,1,3.09023230616781,0.05,1.9,0.3207629,NaN,NaN,NaN,0.0039945,1.5,0.1504734,1.5,0.148451
3237,10,0.999,0,2,2,3.09023230616781,0.01,1.25,0.366959,1.42271822850309,NaN,NaN,0.0773973,1.21,1.2927923,1.21,1.2879225
3238,10,0.999,0,2,2,3.09023230616781,0.05,1.25,0.3782351,1.42271822850309,NaN,NaN,0.0845234,1.22,1.2530062,1.22,1.2538278
3239,10,0.999,0,2,3,3.09023230616781,0.01,1.221,1.9626347,1.41262364113671,1.95222627588079,NaN,24.6148435,1.212,13.2264568,1.212,12.6524335
3240,10,0.999,0,2,3,3.09023230616781,0.05,1.221,1.9635604,1.41262364113671,1.95222627588079,NaN,24.7091947,1.223,12.6738423,1.223,13.1357072
3241,1,0.999,0.05,0.5,1,3.09023230616781,0.01,1.5,0.2076048,NaN,NaN,NaN,0.0027631,2.2,0.2006706,2.2,0.2089984
3242,1,0.999,0.05,0.5,1,3.09023230616781,0.05,1.5,0.2177151,NaN,NaN,NaN,0.0027061,2.2,0.1985371,2.2,0.1932469
3243,1,0.999,0.05,0.5,2,3.09023230616781,0.01,1.48,0.4885695,1.79755574521036,2.6591526531782,NaN,0.0862271,1.6,1.5955338,1.6,1.6022369
3244,1,0.999,0.05,0.5,2,3.09023230616781,0.05,1.48,0.4814124,1.79755574521036,2.6591526531782,NaN,0.0841355,1.6,1.6082581,1.6,1.5885676
3245,1,0.999,0.05,0.5,3,3.09023230616781,0.01,1.474,1.9081176,1.54489556098396,2.18622079822299,2.65517898846293,23.9077845,1.581,15.5185232,1.581,15.9128485
3246,1,0.999,0.05,0.5,3,3.09023230616781,0.05,1.474,1.8709683,1.54489556098396,2.18622079822299,2.65517898846293,23.9464716,1.598,15.5658143,1.598,15.5157165
3247,2,0.999,0.05,0.5,1,3.09023230616781,0.01,1,0.0884609,NaN,NaN,NaN,0.0025677,3.1,0.2291919,3.1,0.2341196
3248,2,0.999,0.05,0.5,1,3.09023230616781,0.05,1,0.087431,NaN,NaN,NaN,0.0026587,3.1,0.2325488,3.1,0.2318136
3249,2,0.999,0.05,0.5,2,3.09023230616781,0.01,1.61,0.4740933,2.26259828233867,NaN,NaN,0.0798931,2,2.0182441,2,2.0013487
3250,2,0.999,0.05,0.5,2,3.09023230616781,0.05,1.61,0.5164213,2.26259828233867,NaN,NaN,0.0790328,2,1.9280255,2,1.8346863
3251,2,0.999,0.05,0.5,3,3.09023230616781,0.01,0.785,1.2776037,1.60910643046323,2.10896679416831,2.2786616214502,23.9405212,1.992,17.5809931,1.992,17.8178293
3252,2,0.999,0.05,0.5,3,3.09023230616781,0.05,0.785,1.3338589,1.60910643046323,2.10896679416831,2.2786616214502,23.8798865,1.992,17.5909214,1.992,17.684004
3253,3,0.999,0.05,0.5,1,3.09023230616781,0.01,1.2,0.2125675,2.07510870885873,NaN,NaN,0.0045858,3.3,0.2397492,3.3,0.2389775
3254,3,0.999,0.05,0.5,1,3.09023230616781,0.05,1.2,0.2119349,2.07510870885873,NaN,NaN,0.0045491,3.3,0.2345676,3.3,0.2389296
3255,3,0.999,0.05,0.5,2,3.09023230616781,0.01,1.38,0.4750209,2.04078152519646,2.7066198412242,NaN,0.0940528,1.94,2.1256594,1.94,1.8849049
3256,3,0.999,0.05,0.5,2,3.09023230616781,0.05,1.38,0.5158144,2.04078152519646,2.7066198412242,NaN,0.0899635,1.94,1.8130627,1.94,1.7494151
3257,3,0.999,0.05,0.5,3,3.09023230616781,0.01,1.253,1.9833989,2.03808719312353,2.60936198205781,NaN,23.7795493,1.831,16.3311926,1.831,16.3647734
3258,3,0.999,0.05,0.5,3,3.09023230616781,0.05,1.253,2.0501327,2.03808719312353,2.60936198205781,NaN,24.0044547,1.831,16.2168802,1.831,16.298028
3259,4,0.999,0.05,0.5,1,3.09023230616781,0.01,0.9,0.0945428,NaN,NaN,NaN,0.0034098,3.2,0.2582243,3.2,0.2500547
3260,4,0.999,0.05,0.5,1,3.09023230616781,0.05,1.2,0.2460361,NaN,NaN,NaN,0.0026228,3.2,0.2398481,3.2,0.2624955
3261,4,0.999,0.05,0.5,2,3.09023230616781,0.01,0.92,0.2504857,1.22438495743792,2.21327828724067,2.77848573884396,0.0900989,3.24,2.2321797,3.24,2.2390968
3262,4,0.999,0.05,0.5,2,3.09023230616781,0.05,1.25,0.3610711,1.22438495743792,2.21327828724067,2.77848573884396,0.0827044,3.24,2.4439154,3.24,2.4367183
3263,4,0.999,0.05,0.5,3,3.09023230616781,0.01,1.25,2.0368326,1.20688709979758,1.56959563433078,1.78314309151765,24.956323,2.104,17.5060042,2.104,17.8105762
3264,4,0.999,0.05,0.5,3,3.09023230616781,0.05,1.25,2.1227744,1.20688709979758,1.56959563433078,1.78314309151765,25.1493757,2.104,17.4415458,2.104,17.4495987
3265,5,0.999,0.05,0.5,1,3.09023230616781,0.01,1.4,0.2232045,2.25255000230313,NaN,NaN,0.0049662,3.5,0.2617639,3.5,0.2634581
3266,5,0.999,0.05,0.5,1,3.09023230616781,0.05,1.4,0.2172603,2.25255000230313,NaN,NaN,0.0050188,3.5,0.2600592,3.5,0.2531755
3267,5,0.999,0.05,0.5,2,3.09023230616781,0.01,1.45,0.3521726,1.56533256954589,2.23030634846441,NaN,0.0812723,3.45,2.5225379,3.45,2.3210736
3268,5,0.999,0.05,0.5,2,3.09023230616781,0.05,1.45,0.3563272,1.56533256954589,2.23030634846441,NaN,0.083605,3.45,2.228175,3.45,2.2259685
3269,5,0.999,0.05,0.5,3,3.09023230616781,0.01,1.456,1.8284554,1.45517738088343,1.75215948457403,2.20666748095117,24.2803484,3.452,18.0154756,3.452,18.5707697
3270,5,0.999,0.05,0.5,3,3.09023230616781,0.05,1.456,1.8428483,1.45517738088343,1.75215948457403,2.20666748095117,23.8791864,3.452,18.0658369,3.452,18.4156394
3271,6,0.999,0.05,0.5,1,3.09023230616781,0.01,1.1,0.1200946,1.28309492578244,NaN,NaN,0.0046762,3.1,0.2595623,3.1,0.2629149
3272,6,0.999,0.05,0.5,1,3.09023230616781,0.05,1.1,0.100599,1.28309492578244,NaN,NaN,0.0073695,3.1,0.3154526,3.1,0.2648743
3273,6,0.999,0.05,0.5,2,3.09023230616781,0.01,1.13,0.2376642,1.21447169155607,2.39609652523488,NaN,0.0946048,3.08,2.3751098,3.08,2.2947443
3274,6,0.999,0.05,0.5,2,3.09023230616781,0.05,1.13,0.2407158,1.21447169155607,2.39609652523488,NaN,0.0756505,3.08,2.361373,3.08,2.2954411
3275,6,0.999,0.05,0.5,3,3.09023230616781,0.01,1.019,1.3166625,1.19449723863625,2.38211036100485,NaN,24.9137404,3.075,19.0972756,3.075,19.4119481
3276,6,0.999,0.05,0.5,3,3.09023230616781,0.05,1.303,1.8536899,1.19449723863625,2.38211036100485,NaN,25.2441814,3.075,19.0587435,3.075,19.4864663
3277,7,0.999,0.05,0.5,1,3.09023230616781,0.01,1.2,0.0927654,NaN,NaN,NaN,0.0029281,3.2,0.2444368,3.2,0.2397407
3278,7,0.999,0.05,0.5,1,3.09023230616781,0.05,1.9,0.2071345,NaN,NaN,NaN,0.0024632,3.2,0.2430799,3.2,0.2423407
3279,7,0.999,0.05,0.5,2,3.09023230616781,0.01,1.25,0.3538582,1.26082148803348,2.36656650525422,NaN,0.0823432,1.91,1.800197,1.91,1.8073196
3280,7,0.999,0.05,0.5,2,3.09023230616781,0.05,1.81,0.4957609,1.26082148803348,2.36656650525422,NaN,0.0920945,1.91,1.8138813,1.91,1.7964554
3281,7,0.999,0.05,0.5,3,3.09023230616781,0.01,1.253,1.8840732,1.19231369554114,1.85904557696565,2.36442311514575,24.4527768,1.893,17.2814941,1.893,17.5555993
3282,7,0.999,0.05,0.5,3,3.09023230616781,0.05,1.253,1.898686,1.19231369554114,1.85904557696565,2.36442311514575,24.3786161,1.893,17.1633005,1.893,17.579661
3283,8,0.999,0.05,0.5,1,3.09023230616781,0.01,1.8,0.1765846,NaN,NaN,NaN,0.0025637,3.2,0.2449013,3.2,0.2419259
3284,8,0.999,0.05,0.5,1,3.09023230616781,0.05,2.2,0.3096055,NaN,NaN,NaN,0.0027481,3.2,0.2575462,3.2,0.2454547
3285,8,0.999,0.05,0.5,2,3.09023230616781,0.01,1.58,0.47902,NaN,NaN,NaN,0.0756566,2.01,1.8675962,2.01,1.8777701
3286,8,0.999,0.05,0.5,2,3.09023230616781,0.05,1.58,0.4647166,NaN,NaN,NaN,0.0701818,2.01,1.8750398,2.01,1.8680846
3287,8,0.999,0.05,0.5,3,3.09023230616781,0.01,1.257,1.9724616,1.21006389797736,2.35563065580783,2.61053543885565,24.0162587,1.932,17.5164655,1.932,17.5562761
3288,8,0.999,0.05,0.5,3,3.09023230616781,0.05,1.257,1.9673322,1.21006389797736,2.35563065580783,2.61053543885565,24.2669748,1.932,17.2751621,1.932,17.7351986
3289,9,0.999,0.05,0.5,1,3.09023230616781,0.01,1,0.1041324,2.17334970593293,NaN,NaN,0.0047522,3.6,0.2531695,3.6,0.2721612
3290,9,0.999,0.05,0.5,1,3.09023230616781,0.05,1.9,0.2080988,2.17334970593293,NaN,NaN,0.0045189,3.6,0.2502079,3.6,0.2598542
3291,9,0.999,0.05,0.5,2,3.09023230616781,0.01,1.42,0.4869539,2.24836378166324,NaN,NaN,0.084096,1.92,1.7528093,1.92,1.7554474
3292,9,0.999,0.05,0.5,2,3.09023230616781,0.05,1.42,0.4723569,2.24836378166324,NaN,NaN,0.0899353,1.92,1.7469173,1.92,1.7699026
3293,9,0.999,0.05,0.5,3,3.09023230616781,0.01,1.18,1.9660249,1.12980088962414,1.93762409194702,2.22392120361408,23.5433723,1.908,16.3756192,1.908,16.8399461
3294,9,0.999,0.05,0.5,3,3.09023230616781,0.05,1.18,1.9736897,1.12980088962414,1.93762409194702,2.22392120361408,23.3674151,1.908,16.3619315,1.908,17.1115401
3295,10,0.999,0.05,0.5,1,3.09023230616781,0.01,1,0.0925547,1.58342888590809,NaN,NaN,0.0048305,3.2,0.2501541,3.2,0.2516633
3296,10,0.999,0.05,0.5,1,3.09023230616781,0.05,1.5,0.2040381,1.58342888590809,NaN,NaN,0.0043348,3.2,0.2468762,3.2,0.2465559
3297,10,0.999,0.05,0.5,2,3.09023230616781,0.01,1.48,0.3909144,1.54207725334348,1.81697207317936,NaN,0.078523,3.2,2.2668331,3.2,2.2120348
3298,10,0.999,0.05,0.5,2,3.09023230616781,0.05,1.48,0.3758464,1.54207725334348,1.81697207317936,NaN,0.0818802,3.2,2.2157226,3.2,2.2382752
3299,10,0.999,0.05,0.5,3,3.09023230616781,0.01,1.487,1.8674709,1.51317406433307,1.82608030040253,2.04357226003688,23.698456,3.203,18.516419,3.203,18.7217649
3300,10,0.999,0.05,0.5,3,3.09023230616781,0.05,1.487,1.8690685,1.51317406433307,1.82608030040253,2.04357226003688,23.6851257,3.203,18.3589329,3.203,18.7428293
3301,1,0.999,0.05,1,1,3.09023230616781,0.01,1.6,0.2071713,NaN,NaN,NaN,0.002837,3.5,0.2551504,3.5,0.2568634
3302,1,0.999,0.05,1,1,3.09023230616781,0.05,1.6,0.1985138,NaN,NaN,NaN,0.0027684,3.5,0.2622964,3.5,0.25936
3303,1,0.999,0.05,1,2,3.09023230616781,0.01,1.63,0.4843904,1.8361446406789,2.63868818402072,NaN,0.0938781,1.74,1.6866019,1.74,1.7014527
3304,1,0.999,0.05,1,2,3.09023230616781,0.05,1.63,0.4756447,1.8361446406789,2.63868818402072,NaN,0.091949,1.74,1.7028701,1.74,1.6990125
3305,1,0.999,0.05,1,3,3.09023230616781,0.01,1.286,2.0010404,1.79499014851258,2.65636733136553,NaN,26.24458,1.733,16.7051705,1.733,16.4366808
3306,1,0.999,0.05,1,3,3.09023230616781,0.05,1.286,2.0032252,1.79499014851258,2.65636733136553,NaN,26.4550638,1.733,16.4113458,1.733,16.9523225
3307,2,0.999,0.05,1,1,3.09023230616781,0.01,1.6,0.2007311,NaN,NaN,NaN,0.0026201,3.4,0.2527561,3.4,0.2451233
3308,2,0.999,0.05,1,1,3.09023230616781,0.05,1.6,0.2003028,NaN,NaN,NaN,0.002655,3.4,0.2403782,3.4,0.2442909
3309,2,0.999,0.05,1,2,3.09023230616781,0.01,1.59,0.3619132,1.60912396081793,2.67927620831431,NaN,0.0728771,2.06,1.81186,2.06,1.8649255
3310,2,0.999,0.05,1,2,3.09023230616781,0.05,1.59,0.3534736,1.60912396081793,2.67927620831431,NaN,0.0870286,2.06,1.8398796,2.06,1.8331086
3311,2,0.999,0.05,1,3,3.09023230616781,0.01,1.217,1.9931653,1.60818382461132,2.67066308546352,NaN,24.9179996,2.031,17.8630526,2.031,17.3947358
3312,2,0.999,0.05,1,3,3.09023230616781,0.05,1.217,1.9785733,1.60818382461132,2.67066308546352,NaN,24.6915886,2.031,17.3864963,2.031,17.8636123
3313,3,0.999,0.05,1,1,3.09023230616781,0.01,2,0.3589358,2.12284957613188,NaN,NaN,0.004727,1.4,0.1483748,1.4,0.1495091
3314,3,0.999,0.05,1,1,3.09023230616781,0.05,2,0.3528472,2.12284957613188,NaN,NaN,0.0045876,1.6,0.158396,1.6,0.1568222
3315,3,0.999,0.05,1,2,3.09023230616781,0.01,2.09,0.7064307,2.2192997406555,NaN,NaN,0.0731446,1.19,1.2306998,1.19,1.2531023
3316,3,0.999,0.05,1,2,3.09023230616781,0.05,2.09,0.7068591,2.2192997406555,NaN,NaN,0.0788622,1.25,1.2871102,1.25,1.3039183
3317,3,0.999,0.05,1,3,3.09023230616781,0.01,1.306,2.0783738,1.64903543478799,2.11020634372402,NaN,24.0335457,1.191,12.6106785,1.191,13.1495146
3318,3,0.999,0.05,1,3,3.09023230616781,0.05,1.306,2.0652324,1.64903543478799,2.11020634372402,NaN,24.1486474,1.196,12.7048146,1.247,13.0198151
3319,4,0.999,0.05,1,1,3.09023230616781,0.01,2.1,0.3146308,NaN,NaN,NaN,0.0029016,1.6,0.159055,1.6,0.1561923
3320,4,0.999,0.05,1,1,3.09023230616781,0.05,2.5,0.425287,NaN,NaN,NaN,0.0028292,1.6,0.1576791,1.6,0.1572493
3321,4,0.999,0.05,1,2,3.09023230616781,0.01,1.5,0.4754489,2.49657955765623,NaN,NaN,0.0818126,1.42,1.5408571,1.42,1.5237794
3322,4,0.999,0.05,1,2,3.09023230616781,0.05,2.11,0.7400788,2.49657955765623,NaN,NaN,0.0926714,1.42,1.4670532,1.42,1.3994182
3323,4,0.999,0.05,1,3,3.09023230616781,0.01,1.284,2.0257832,1.64994192095315,2.55954731835756,NaN,24.8776061,1.37,13.6639746,1.37,13.7180754
3324,4,0.999,0.05,1,3,3.09023230616781,0.05,1.284,2.0315033,1.64994192095315,2.55954731835756,NaN,25.2625974,1.37,13.5862141,1.37,13.5954825
3325,5,0.999,0.05,1,1,3.09023230616781,0.01,2.4,0.5442376,NaN,NaN,NaN,0.0031138,1.7,0.1683848,1.7,0.1769865
