Iteration,Run,CDF_Threshold,k,sigma,Rounding,Real_Threshold,SigLevel,Studentized_Residuals,SR_Time,Langousis_Min1,Langousis_Min2,Langousis_Min3,Langousis_Time,Anderson_Darling,AD_Time,Cramer_Von_Mises,CVM_Time
891,9,0.99,0.05,2,2,2.32634787404084,0.01,1.5,0.2741702,1.46606357151383,2.44947483577936,3.03754339529358,0.1332139,1.16,1.1836935,1.16,1.2331298
892,9,0.99,0.05,2,2,2.32634787404084,0.05,1.5,0.2579327,1.46606357151383,2.44947483577936,3.03754339529358,0.1052733,1.19,1.1962288,1.19,1.1750293
893,9,0.99,0.05,2,3,2.32634787404084,0.01,1.591,2.2998807,1.5306242439404,2.41773904388872,3.04778139125415,24.735046,1.162,12.077712,1.162,11.5511203
894,9,0.99,0.05,2,3,2.32634787404084,0.05,1.591,2.3152368,1.5306242439404,2.41773904388872,3.04778139125415,24.5233503,1.185,12.0036034,1.185,11.8670819
895,10,0.99,0.05,2,1,2.32634787404084,0.01,2.3,0.5164451,1.14818465779124,2.46899901255967,3.32418014807515,0.0082381,1.5,0.1418929,1.5,0.1383644
896,10,0.99,0.05,2,1,2.32634787404084,0.05,2.3,0.5274555,1.14818465779124,2.46899901255967,3.32418014807515,0.0089319,1.5,0.1423334,1.5,0.171403
897,10,0.99,0.05,2,2,2.32634787404084,0.01,2.32,0.3495871,1.24796364351834,2.41680437821709,3.4256597531526,0.1186834,1.2,1.2433064,1.46,1.3781952
898,10,0.99,0.05,2,2,2.32634787404084,0.05,2.32,0.3676085,1.24796364351834,2.41680437821709,3.4256597531526,0.1217627,1.49,1.3451504,1.49,1.3405171
899,10,0.99,0.05,2,3,2.32634787404084,0.01,2.32,2.5292912,1.37542768262852,2.40937456653763,3.42836432844266,24.9068372,1.2,11.6464908,1.46,13.1379568
900,10,0.99,0.05,2,3,2.32634787404084,0.05,2.32,2.5423865,1.37542768262852,2.40937456653763,3.42836432844266,25.1747844,1.488,13.1671353,1.488,13.4038128
901,1,0.99,0.1,0.5,1,2.32634787404084,0.01,1.5,0.228043,1.62424838147099,NaN,NaN,0.0051465,3.7,0.2637178,3.7,0.2586177
902,1,0.99,0.1,0.5,1,2.32634787404084,0.05,1.5,0.2184773,1.62424838147099,NaN,NaN,0.0050896,3.7,0.2650767,3.7,0.2645804
903,1,0.99,0.1,0.5,2,2.32634787404084,0.01,1.57,0.3722362,1.59614499341687,2.43994015555208,2.89968338359037,0.1117495,1.52,1.5307421,1.52,1.5318293
904,1,0.99,0.1,0.5,2,2.32634787404084,0.05,1.57,0.3780904,1.59614499341687,2.43994015555208,2.89968338359037,0.1110432,1.54,1.5302367,1.54,1.531899
905,1,0.99,0.1,0.5,3,2.32634787404084,0.01,1.515,2.0183542,1.58191876371052,2.42302344207401,2.88854425970424,24.7758959,1.513,14.7737398,1.513,15.0359142
906,1,0.99,0.1,0.5,3,2.32634787404084,0.05,1.632,2.4048787,1.58191876371052,2.42302344207401,2.88854425970424,24.9426691,1.541,14.8260072,1.524,14.8011283
907,2,0.99,0.1,0.5,1,2.32634787404084,0.01,1.5,0.2300286,2.44321009977344,NaN,NaN,0.0055506,1.7,0.167457,1.7,0.1664914
908,2,0.99,0.1,0.5,1,2.32634787404084,0.05,2,0.3734527,2.44321009977344,NaN,NaN,0.0053999,1.7,0.1728513,1.7,0.1702873
909,2,0.99,0.1,0.5,2,2.32634787404084,0.01,1.63,0.3482903,1.94798516698785,2.43343934939188,3.26610850680859,0.1133809,1.4,1.404302,1.4,1.4067213
910,2,0.99,0.1,0.5,2,2.32634787404084,0.05,1.63,0.3613081,1.94798516698785,2.43343934939188,3.26610850680859,0.1148864,1.42,1.534749,1.42,1.5057158
911,2,0.99,0.1,0.5,3,2.32634787404084,0.01,1.385,1.9282798,1.97352081929563,2.3821142847214,2.55433212678354,25.34426,1.401,13.9696951,1.401,13.9935703
912,2,0.99,0.1,0.5,3,2.32634787404084,0.05,1.385,1.8633435,1.97352081929563,2.3821142847214,2.55433212678354,25.3469776,1.422,14.4110316,1.422,14.0599266
913,3,0.99,0.1,0.5,1,2.32634787404084,0.01,1.8,0.232289,1.50906340385324,NaN,NaN,0.0049435,3.7,0.2593176,3.7,0.2548332
914,3,0.99,0.1,0.5,1,2.32634787404084,0.05,2.2,0.3637123,1.50906340385324,NaN,NaN,0.0048543,3.7,0.2589369,3.7,0.2557569
915,3,0.99,0.1,0.5,2,2.32634787404084,0.01,1.49,0.3704162,1.59575473442961,2.5890943559072,3.10150197767429,0.0960938,1.45,1.4665339,1.45,1.448179
916,3,0.99,0.1,0.5,2,2.32634787404084,0.05,1.49,0.3878662,1.59575473442961,2.5890943559072,3.10150197767429,0.0955046,1.63,1.5625839,1.45,1.4735626
917,3,0.99,0.1,0.5,3,2.32634787404084,0.01,1.492,1.9253867,1.70736705891629,2.30910518424047,2.5845673690528,24.6650531,1.447,14.7272572,1.443,14.4301379
918,3,0.99,0.1,0.5,3,2.32634787404084,0.05,1.492,1.9280608,1.70736705891629,2.30910518424047,2.5845673690528,24.8749737,1.465,14.683588,1.447,14.7643753
919,4,0.99,0.1,0.5,1,2.32634787404084,0.01,1.5,0.2346975,2.5781695417527,NaN,NaN,0.0049832,1.6,0.1571245,1.5,0.1487678
920,4,0.99,0.1,0.5,1,2.32634787404084,0.05,2.3,0.6630728,2.5781695417527,NaN,NaN,0.0052545,1.6,0.1562831,1.6,0.1568089
921,4,0.99,0.1,0.5,2,2.32634787404084,0.01,1.47,0.3968766,2.29513868410526,3.19551861481215,NaN,0.1100738,1.32,1.2895795,1.32,1.3015941
922,4,0.99,0.1,0.5,2,2.32634787404084,0.05,2.05,0.5190015,2.29513868410526,3.19551861481215,NaN,0.087521,1.43,1.3703667,1.43,1.3652473
923,4,0.99,0.1,0.5,3,2.32634787404084,0.01,1.369,2.0258269,2.27464248436181,3.18647671098018,NaN,25.2335722,1.322,12.8363427,1.322,13.3285691
924,4,0.99,0.1,0.5,3,2.32634787404084,0.05,1.369,2.0606216,2.27464248436181,3.18647671098018,NaN,24.8683479,1.428,13.6005777,1.428,13.305608
925,5,0.99,0.1,0.5,1,2.32634787404084,0.01,1.4,0.213903,1.96251401334713,NaN,NaN,0.0060836,1.8,0.1880675,1.8,0.1693956
926,5,0.99,0.1,0.5,1,2.32634787404084,0.05,1.8,0.3618889,1.96251401334713,NaN,NaN,0.0060406,1.9,0.1785483,1.9,0.1706763
927,5,0.99,0.1,0.5,2,2.32634787404084,0.01,1.4,0.5196784,1.91018730788896,2.51884628781414,3.0054715167804,0.0786363,1.39,1.5180813,1.39,1.4902103
928,5,0.99,0.1,0.5,2,2.32634787404084,0.05,1.87,0.6244545,1.91018730788896,2.51884628781414,3.0054715167804,0.0935174,1.56,1.5502897,1.39,1.3783948
929,5,0.99,0.1,0.5,3,2.32634787404084,0.01,1.4,1.9437009,1.89533612055229,3.00690926422247,NaN,24.8404356,1.351,13.6201266,1.351,13.6159123
930,5,0.99,0.1,0.5,3,2.32634787404084,0.05,1.4,1.9566302,1.89533612055229,3.00690926422247,NaN,24.7481043,1.351,13.4802425,1.351,13.6899074
931,6,0.99,0.1,0.5,1,2.32634787404084,0.01,1.4,0.2530321,2.66855880357194,NaN,NaN,0.0057996,1.6,0.1577875,1.5,0.2003402
932,6,0.99,0.1,0.5,1,2.32634787404084,0.05,2,0.3330839,2.66855880357194,NaN,NaN,0.0062347,1.6,0.1983091,1.6,0.1646341
933,6,0.99,0.1,0.5,2,2.32634787404084,0.01,1.44,0.5175885,2.05213803104995,2.59932472395799,NaN,0.0947335,1.3,1.3318434,1.28,1.326487
934,6,0.99,0.1,0.5,2,2.32634787404084,0.05,2.07,0.5825528,2.05213803104995,2.59932472395799,NaN,0.0885758,1.37,1.3861246,1.34,1.3483362
935,6,0.99,0.1,0.5,3,2.32634787404084,0.01,1.332,1.8947453,1.42565763870715,2.07163776678342,2.58363320213755,24.0106937,1.269,13.0617273,1.269,13.0161436
936,6,0.99,0.1,0.5,3,2.32634787404084,0.05,1.332,1.9030369,1.42565763870715,2.07163776678342,2.58363320213755,23.7272092,1.345,13.6554031,1.345,13.6127017
937,7,0.99,0.1,0.5,1,2.32634787404084,0.01,1.7,0.2534226,1.79879543567618,NaN,NaN,0.0045274,3.6,0.2492912,3.6,0.2478497
938,7,0.99,0.1,0.5,1,2.32634787404084,0.05,1.7,0.2398591,1.79879543567618,NaN,NaN,0.0050108,3.6,0.2479034,3.6,0.2523971
939,7,0.99,0.1,0.5,2,2.32634787404084,0.01,1.96,0.3501165,1.74955168803061,2.27522786857641,2.78441469619708,0.1247979,1.69,1.6303846,1.69,1.6593475
940,7,0.99,0.1,0.5,2,2.32634787404084,0.05,1.96,0.357244,1.74955168803061,2.27522786857641,2.78441469619708,0.1051485,1.69,1.6350762,1.69,1.6457552
941,7,0.99,0.1,0.5,3,2.32634787404084,0.01,1.42,1.9468156,1.86283217093294,2.29143176272991,2.79470438838752,25.2756101,1.568,15.8082226,1.568,15.4558673
942,7,0.99,0.1,0.5,3,2.32634787404084,0.05,1.42,1.9491236,1.86283217093294,2.29143176272991,2.79470438838752,25.6006882,1.657,16.3554132,1.568,15.4957883
943,8,0.99,0.1,0.5,1,2.32634787404084,0.01,1,0.0971598,1.65439276574772,NaN,NaN,0.0052123,3.5,0.2567404,3.5,0.2541655
944,8,0.99,0.1,0.5,1,2.32634787404084,0.05,1.5,0.1913532,1.65439276574772,NaN,NaN,0.005314,3.5,0.2552687,3.5,0.2545234
945,8,0.99,0.1,0.5,2,2.32634787404084,0.01,1.53,0.3938707,1.84796728161039,NaN,NaN,0.087128,3.46,2.243023,3.46,2.251761
946,8,0.99,0.1,0.5,2,2.32634787404084,0.05,1.53,0.3920513,1.84796728161039,NaN,NaN,0.0791571,3.46,2.2614954,3.46,2.2359042
947,8,0.99,0.1,0.5,3,2.32634787404084,0.01,1.506,1.8569821,1.87128378116265,2.77727206032559,NaN,24.8941926,1.887,17.1705461,1.887,16.8919617
948,8,0.99,0.1,0.5,3,2.32634787404084,0.05,1.506,1.858282,1.87128378116265,2.77727206032559,NaN,24.4084208,1.887,17.2522979,1.887,16.8623592
949,9,0.99,0.1,0.5,1,2.32634787404084,0.01,1.9,0.3912278,2.07908888477176,NaN,NaN,0.0051206,1.5,0.1524352,1.5,0.148976
950,9,0.99,0.1,0.5,1,2.32634787404084,0.05,1.9,0.3963908,2.07908888477176,NaN,NaN,0.0056474,1.5,0.153657,1.5,0.1544636
951,9,0.99,0.1,0.5,2,2.32634787404084,0.01,1.96,0.5882536,2.06616667648078,2.75654870752723,NaN,0.1005978,1.35,1.3389822,1.33,1.3584868
952,9,0.99,0.1,0.5,2,2.32634787404084,0.05,1.96,0.5880767,2.06616667648078,2.75654870752723,NaN,0.0922836,1.35,1.3480549,1.35,1.3930993
953,9,0.99,0.1,0.5,3,2.32634787404084,0.01,1.53,2.6111505,2.06271387035677,2.79330400074193,NaN,25.6133298,1.333,13.8143267,1.331,13.2873725
954,9,0.99,0.1,0.5,3,2.32634787404084,0.05,1.53,2.6115468,2.06271387035677,2.79330400074193,NaN,25.2720671,1.333,13.2859202,1.333,13.7256475
955,10,0.99,0.1,0.5,1,2.32634787404084,0.01,1.6,0.3058697,1.62793592319476,2.46416572953092,NaN,0.006805,1.6,0.1606376,1.6,0.1565092
956,10,0.99,0.1,0.5,1,2.32634787404084,0.05,1.6,0.3090244,1.62793592319476,2.46416572953092,NaN,0.0066884,1.6,0.1634168,1.6,0.168494
957,10,0.99,0.1,0.5,2,2.32634787404084,0.01,1.47,0.3533279,1.59248380851474,2.56999869693996,3.02190974289236,0.0982372,1.32,1.3303917,1.24,1.2865668
958,10,0.99,0.1,0.5,2,2.32634787404084,0.05,1.47,0.3537577,1.59248380851474,2.56999869693996,3.02190974289236,0.1114867,1.39,1.3921551,1.32,1.3382595
959,10,0.99,0.1,0.5,3,2.32634787404084,0.01,1.396,1.9175099,1.61791575668134,2.32339519654771,2.57178780441083,24.2266934,1.322,13.4300425,1.249,13.2402604
960,10,0.99,0.1,0.5,3,2.32634787404084,0.05,1.396,1.9501919,1.61791575668134,2.32339519654771,2.57178780441083,24.5639331,1.387,13.7632522,1.322,13.3226512
961,1,0.99,0.1,1,1,2.32634787404084,0.01,2.3,0.3715966,1.32752461159355,2.5901703497007,NaN,0.0069953,1.9,0.1624933,1.9,0.1638721
962,1,0.99,0.1,1,1,2.32634787404084,0.05,2.3,0.3571062,1.32752461159355,2.5901703497007,NaN,0.0069494,1.9,0.1628227,1.9,0.1637034
963,1,0.99,0.1,1,2,2.32634787404084,0.01,2.32,0.4739639,1.400088501663,2.77421184966146,4.58830197492197,0.1271179,1.58,1.3704332,0.98,1.0074348
964,1,0.99,0.1,1,2,2.32634787404084,0.05,2.32,0.4778212,1.400088501663,2.77421184966146,4.58830197492197,0.1128936,1.91,1.7268169,1.91,1.6838183
965,1,0.99,0.1,1,3,2.32634787404084,0.01,2.332,2.5736705,1.47081983659555,2.77401252354625,4.56108859744326,24.7624276,1.577,13.3104797,0.979,10.3849682
966,1,0.99,0.1,1,3,2.32634787404084,0.05,2.332,2.4438254,1.47081983659555,2.77401252354625,4.56108859744326,25.2042341,1.912,14.8541176,1.912,14.8077538
967,2,0.99,0.1,1,1,2.32634787404084,0.01,2.2,0.4150984,1.41774691584545,3.81918893219392,NaN,0.0065414,1.4,0.1366359,1.1,0.1182876
968,2,0.99,0.1,1,1,2.32634787404084,0.05,2.2,0.4466432,1.41774691584545,3.81918893219392,NaN,0.0067476,1.4,0.1466527,1.3,0.1335356
969,2,0.99,0.1,1,2,2.32634787404084,0.01,2.27,0.5649113,1.54112311339509,2.70937106287669,3.86617970021316,0.1055124,0.99,1.1505686,0.92,1.0191559
970,2,0.99,0.1,1,2,2.32634787404084,0.05,2.27,0.5166394,1.54112311339509,2.70937106287669,3.86617970021316,0.1135649,1.16,1.1621256,1.15,1.1420408
971,2,0.99,0.1,1,3,2.32634787404084,0.01,1.694,2.3635745,1.62064426361726,2.33627738905963,2.70208556592469,24.231153,0.916,9.8301349,0.916,9.8289718
972,2,0.99,0.1,1,3,2.32634787404084,0.05,1.694,2.3903516,1.62064426361726,2.33627738905963,2.70208556592469,24.5599702,1.154,12.1548221,1.149,13.6867335
973,3,0.99,0.1,1,1,2.32634787404084,0.01,2.4,0.6017948,1.21651886805521,NaN,NaN,0.0094904,1.5,0.2005005,1.3,0.1845421
974,3,0.99,0.1,1,1,2.32634787404084,0.05,2.4,0.5118642,1.21651886805521,NaN,NaN,0.0090455,1.7,0.2047552,1.3,0.1666751
975,3,0.99,0.1,1,2,2.32634787404084,0.01,2.33,0.6535429,1.36647550660671,2.58910785470662,3.14968215327367,0.1333711,1.33,1.6719709,0.95,1.3980283
976,3,0.99,0.1,1,2,2.32634787404084,0.05,2.33,0.7044135,1.36647550660671,2.58910785470662,3.14968215327367,0.133896,1.37,1.776814,1.34,1.9098731
977,3,0.99,0.1,1,3,2.32634787404084,0.01,2.329,2.8181227,1.49364373729531,2.54484247689969,3.15644191189599,27.2115217,0.957,12.2766329,0.956,11.0235218
978,3,0.99,0.1,1,3,2.32634787404084,0.05,2.329,2.2674189,1.49364373729531,2.54484247689969,3.15644191189599,25.0715928,1.366,13.0535023,1.326,12.9481685
979,4,0.99,0.1,1,1,2.32634787404084,0.01,1.5,0.248003,1.68953455416141,NaN,NaN,0.0061141,1.3,0.1288134,1.3,0.1331851
980,4,0.99,0.1,1,1,2.32634787404084,0.05,1.5,0.2353447,1.68953455416141,NaN,NaN,0.0052943,1.4,0.1365104,1.4,0.1390557
981,4,0.99,0.1,1,2,2.32634787404084,0.01,1.64,0.3912682,1.63947648514751,2.68514786602814,NaN,0.1108846,1.19,1.1742242,1.19,1.1701205
982,4,0.99,0.1,1,2,2.32634787404084,0.05,1.64,0.3910059,1.63947648514751,2.68514786602814,NaN,0.0934603,1.27,1.2191766,1.27,1.2185465
983,4,0.99,0.1,1,3,2.32634787404084,0.01,1.583,2.3581361,1.65315701725763,2.26276170175785,3.3936763034063,23.5383775,1.174,11.7340833,0.996,10.391178
984,4,0.99,0.1,1,3,2.32634787404084,0.05,1.583,2.3620137,1.65315701725763,2.26276170175785,3.3936763034063,23.6672035,1.272,12.0217079,1.272,12.0245333
985,5,0.99,0.1,1,1,2.32634787404084,0.01,2.3,0.3631619,1.24553351360979,2.48749787221052,2.80811257909509,0.0071084,1.8,0.1597149,1.8,0.1562426
986,5,0.99,0.1,1,1,2.32634787404084,0.05,2.3,0.3646077,1.24553351360979,2.48749787221052,2.80811257909509,0.0075109,1.8,0.1605903,1.8,0.1610092
987,5,0.99,0.1,1,2,2.32634787404084,0.01,2.32,0.4859214,1.30453193678414,2.41211671004805,2.84371450255402,0.1069777,1.44,1.4259806,1.38,1.4034559
988,5,0.99,0.1,1,2,2.32634787404084,0.05,2.32,0.47479,1.30453193678414,2.41211671004805,2.84371450255402,0.11986,1.76,1.579884,1.76,1.5298842
989,5,0.99,0.1,1,3,2.32634787404084,0.01,2.322,2.626176,1.44752831516801,2.40282867361017,2.79780321962378,24.8870803,1.44,13.2107334,1.367,12.8215952
990,5,0.99,0.1,1,3,2.32634787404084,0.05,2.322,2.6590946,1.44752831516801,2.40282867361017,2.79780321962378,25.547091,1.756,14.917276,1.756,14.6925399
991,6,0.99,0.1,1,1,2.32634787404084,0.01,1.5,0.3650506,2.48185568804206,NaN,NaN,0.006187,1.3,0.1323101,1.3,0.1405368
992,6,0.99,0.1,1,1,2.32634787404084,0.05,1.5,0.3491038,2.48185568804206,NaN,NaN,0.0060533,1.5,0.1453936,1.5,0.1461082
993,6,0.99,0.1,1,2,2.32634787404084,0.01,1.5,0.2549142,1.63832840555425,2.51805153269597,3.22028253359772,0.1335921,0.89,0.9530334,0.87,0.942856
994,6,0.99,0.1,1,2,2.32634787404084,0.05,1.87,0.3846273,1.63832840555425,2.51805153269597,3.22028253359772,0.1159556,0.89,0.9529803,0.89,0.9403251
995,6,0.99,0.1,1,3,2.32634787404084,0.01,1.406,1.9819676,1.71727724001867,2.52115142938129,3.2279484699563,26.0477644,0.89,10.0183212,0.889,9.4581569
996,6,0.99,0.1,1,3,2.32634787404084,0.05,1.406,1.9428225,1.71727724001867,2.52115142938129,3.2279484699563,25.8047617,0.892,9.7129389,0.892,9.5908483
997,7,0.99,0.1,1,1,2.32634787404084,0.01,2.3,0.4829492,1.44879427656537,2.67367438839163,NaN,0.0065404,1.4,0.1870571,1.4,0.1419791
998,7,0.99,0.1,1,1,2.32634787404084,0.05,3.8,0.6692584,1.44879427656537,2.67367438839163,NaN,0.0062431,1.9,0.1695098,2,0.171278
999,7,0.99,0.1,1,2,2.32634787404084,0.01,2.36,0.4910006,1.5260749915371,2.66239115520925,3.65453931197321,0.0894259,1.42,1.4202443,0.99,1.0926475
1000,7,0.99,0.1,1,2,2.32634787404084,0.05,2.36,0.4795175,1.5260749915371,2.66239115520925,3.65453931197321,0.1015771,1.53,1.3941165,1.53,1.3847288
1001,7,0.99,0.1,1,3,2.32634787404084,0.01,2.353,2.4973497,1.63484536960111,2.66528974538376,3.62300624878453,25.6844611,1.414,13.5408347,0.989,10.6140622
1002,7,0.99,0.1,1,3,2.32634787404084,0.05,2.353,2.5144466,1.63484536960111,2.66528974538376,3.62300624878453,25.7409793,1.531,13.7038035,1.531,14.1211981
1003,8,0.99,0.1,1,1,2.32634787404084,0.01,1.5,0.2656439,1.48744541860659,2.46081833549356,NaN,0.0069033,1.2,0.1276808,1.2,0.1274649
1004,8,0.99,0.1,1,1,2.32634787404084,0.05,1.5,0.2592958,1.48744541860659,2.46081833549356,NaN,0.0068189,1.5,0.1435871,1.3,0.1297447
1005,8,0.99,0.1,1,2,2.32634787404084,0.01,2.36,0.4928743,1.57081845620842,2.52885308712421,3.94403837373296,0.1235565,0.97,1.0315132,0.94,1.018905
1006,8,0.99,0.1,1,2,2.32634787404084,0.05,2.36,0.4911405,1.57081845620842,2.52885308712421,3.94403837373296,0.1041151,1.24,1.2068109,0.96,1.029762
1007,8,0.99,0.1,1,3,2.32634787404084,0.01,1.709,2.3546855,1.6185747104042,2.52421886324838,3.93559863114722,24.7501528,0.975,10.5767978,0.942,10.226722
1008,8,0.99,0.1,1,3,2.32634787404084,0.05,1.709,2.3546906,1.6185747104042,2.52421886324838,3.93559863114722,24.8862722,1.237,12.3313561,0.959,10.2936466
1009,9,0.99,0.1,1,1,2.32634787404084,0.01,2.3,0.5143324,1.4127160386719,2.45999438163181,3.77616502294094,0.0082862,1.2,0.1290827,1.2,0.1276743
1010,9,0.99,0.1,1,1,2.32634787404084,0.05,2.3,0.514806,1.4127160386719,2.45999438163181,3.77616502294094,0.0086748,1.7,0.1576331,1.3,0.1369963
1011,9,0.99,0.1,1,2,2.32634787404084,0.01,2.31,0.4868195,1.46977006931205,2.38283497383606,3.79547426600918,0.1181881,1.24,1.1855028,0.94,1.011623
1012,9,0.99,0.1,1,2,2.32634787404084,0.05,2.31,0.5004477,1.46977006931205,2.38283497383606,3.79547426600918,0.1185211,1.24,1.1936241,1.24,1.1839279
1013,9,0.99,0.1,1,3,2.32634787404084,0.01,2.312,2.3138561,1.50976705014962,2.36570348622785,3.74457405484419,25.5328572,0.945,10.5132781,0.936,9.8752249
1014,9,0.99,0.1,1,3,2.32634787404084,0.05,2.312,2.2976706,1.50976705014962,2.36570348622785,3.74457405484419,25.8117517,1.24,12.0093441,1.24,11.8815404
1015,10,0.99,0.1,1,1,2.32634787404084,0.01,1.6,0.3278077,3.11620208693638,3.56924374157514,NaN,0.006017,1.4,0.1421123,1.2,0.1632689
1016,10,0.99,0.1,1,1,2.32634787404084,0.05,1.6,0.2954654,3.11620208693638,3.56924374157514,NaN,0.00649,1.5,0.1562082,1.4,0.1671112
1017,10,0.99,0.1,1,2,2.32634787404084,0.01,1.64,0.4109072,1.6487267796477,3.07590010864899,3.64555218593049,0.1169615,0.94,1.0223058,0.93,1.002421
1018,10,0.99,0.1,1,2,2.32634787404084,0.05,1.64,0.4223493,1.6487267796477,3.07590010864899,3.64555218593049,0.1130327,1.24,1.2317321,0.94,0.9825009
1019,10,0.99,0.1,1,3,2.32634787404084,0.01,1.728,2.3292899,1.68243739355976,2.42588950357702,2.57014464635297,25.3985412,0.941,9.8939754,0.94,10.2665743
1020,10,0.99,0.1,1,3,2.32634787404084,0.05,1.728,2.3248333,1.68243739355976,2.42588950357702,2.57014464635297,25.5383623,0.954,9.9709324,0.941,9.930727
1021,1,0.99,0.1,2,1,2.32634787404084,0.01,2.3,0.36564,1.13535435600518,2.50504588007019,3.66494200684915,0.0082807,1.3,0.1305748,1.2,0.1218054
1022,1,0.99,0.1,2,1,2.32634787404084,0.05,2.3,0.3522829,1.13535435600518,2.50504588007019,3.66494200684915,0.0082452,2,0.1712458,1.3,0.1261538
1023,1,0.99,0.1,2,2,2.32634787404084,0.01,2.33,0.3988613,1.25046758938358,2.444575430518,3.3627669772115,0.1334726,1.29,1.2432111,1.28,1.2413225
1024,1,0.99,0.1,2,2,2.32634787404084,0.05,2.33,0.3904974,1.25046758938358,2.444575430518,3.3627669772115,0.1029799,1.3,1.2557777,1.3,1.2551602
1025,1,0.99,0.1,2,3,2.32634787404084,0.01,2.328,2.4033213,1.3377498032675,2.4267497364365,3.37201109917335,24.5111784,1.284,12.2755302,1.164,11.4549927
1026,1,0.99,0.1,2,3,2.32634787404084,0.05,2.328,2.3160673,1.3377498032675,2.4267497364365,3.37201109917335,24.9976783,1.301,12.5750061,1.286,12.2693949
1027,2,0.99,0.1,2,1,2.32634787404084,0.01,2.3,0.3109191,0.955991599280324,2.47762232200657,3.21731277010152,0.0092451,1.7,0.1505812,1.6,0.1467589
1028,2,0.99,0.1,2,1,2.32634787404084,0.05,2.3,0.303733,0.955991599280324,2.47762232200657,3.21731277010152,0.0095193,7.7,0.363629,7.7,0.3691837
1029,2,0.99,0.1,2,2,2.32634787404084,0.01,2.32,0.3641743,1.0931030744593,2.39791712785266,3.17410649712314,0.1257707,1.61,1.4172427,1.61,1.4191737
1030,2,0.99,0.1,2,2,2.32634787404084,0.05,2.32,0.3736502,1.0931030744593,2.39791712785266,3.17410649712314,0.1214272,1.68,1.4850509,1.61,1.4292062
1031,2,0.99,0.1,2,3,2.32634787404084,0.01,2.325,2.2595279,1.24274224091449,2.39020586374163,3.1536735735959,25.7728377,1.611,14.0167937,1.604,14.3267426
1032,2,0.99,0.1,2,3,2.32634787404084,0.05,2.325,2.2638077,1.24274224091449,2.39020586374163,3.1536735735959,26.0266063,1.666,14.7380499,1.611,14.5033001
1033,3,0.99,0.1,2,1,2.32634787404084,0.01,2.3,0.5123671,1.22710619493407,2.56074526849499,4.04523826708996,0.0088384,1.2,0.1273043,1.2,0.1237843
1034,3,0.99,0.1,2,1,2.32634787404084,0.05,2.3,0.4827383,1.22710619493407,2.56074526849499,4.04523826708996,0.0104119,1.2,0.1262053,1.2,0.1221874
1035,3,0.99,0.1,2,2,2.32634787404084,0.01,2.35,0.5462302,1.32769068930049,2.75436609623732,4.05615491975237,0.1345626,1.18,1.1884363,1.17,1.1812804
1036,3,0.99,0.1,2,2,2.32634787404084,0.05,2.35,0.550595,1.32769068930049,2.75436609623732,4.05615491975237,0.1024184,1.18,1.2045944,1.18,1.1840972
1037,3,0.99,0.1,2,3,2.32634787404084,0.01,2.327,2.4210845,1.4195544693241,2.44810787647476,2.77524887004116,23.9179938,1.177,11.9962333,1.164,11.5117301
1038,3,0.99,0.1,2,3,2.32634787404084,0.05,2.327,2.4005836,1.4195544693241,2.44810787647476,2.77524887004116,23.6673811,1.182,11.7572007,1.177,11.7688748
1039,4,0.99,0.1,2,1,2.32634787404084,0.01,2.3,0.3297317,0.919427895277478,2.81075836569298,3.66021396117303,0.0093752,1.3,0.1302681,1.3,0.1501825
1040,4,0.99,0.1,2,1,2.32634787404084,0.05,2.3,0.2973888,0.919427895277478,2.81075836569298,3.66021396117303,0.0094949,1.9,0.1633807,1.6,0.1732759
1041,4,0.99,0.1,2,2,2.32634787404084,0.01,2.33,0.3680741,1.05995821142056,2.42680878716913,2.90791240823944,0.139121,1.31,1.338585,1.31,1.3101494
1042,4,0.99,0.1,2,2,2.32634787404084,0.05,2.33,0.3692749,1.05995821142056,2.42680878716913,2.90791240823944,0.1291692,1.59,1.4623512,1.51,1.3906271
1043,4,0.99,0.1,2,3,2.32634787404084,0.01,2.333,2.6074015,1.18222230356342,2.40864560694722,2.94186773585548,25.9578739,1.305,12.5479758,1.305,12.5345801
1044,4,0.99,0.1,2,3,2.32634787404084,0.05,2.333,2.5761484,1.18222230356342,2.40864560694722,2.94186773585548,26.093369,1.588,14.3924832,1.313,12.5750714
1045,5,0.99,0.1,2,1,2.32634787404084,0.01,2.3,0.3739676,1.10610546319521,2.81862174743552,5.13534960043518,0.0076817,1.3,0.1288503,1.3,0.1324747
1046,5,0.99,0.1,2,1,2.32634787404084,0.05,2.3,0.3539954,1.10610546319521,2.81862174743552,5.13534960043518,0.0075554,1.6,0.1445372,1.6,0.1410281
